Artículo;Descripción:;U/M almacenamiento;Peso unitario;U/M de peso;Gramaje;Ancho;Altura;UM dimensional;Área M2;Fecha de creación
SE384516;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;16/01/2015
SE675035;BOB ETIQUETA 130 X 148;M;1;KG;130;130;14,8;CM;0;16/01/2015
SE675036;BOB ETIQUETA 80 X 312 PIN PON;M;1;KG;130;8;3120;CM;0;16/01/2015
SE2182976;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;20/01/2015
SE2182977;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;20/01/2015
SE382976;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,077;20/01/2015
SE382977;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,077;20/01/2015
SE5173005;BOB TCO 55 GR 80 X 30 IMP;KG;1;KG;55;7,9;3000;CM;18,182;22/01/2015
SE675050;BOB ETIQUETA 119 X 136;M;1;KG;130;119;13,6;CM;0;22/01/2015
SE5188633;BOB QUIM 54,5 gr 9 1/2 X 5 1/2;UN;1,837;GR;54,5;9,5;5,5;IN;0,034;23/01/2015
SE2182978;OFFS 75gr 98 X 55.5 IMP 4:1;UN;40,79;GR;75;98;55,5;CM;0,544;26/01/2015
SE2182979;OFFS 75gr 98 X 55.5 IMP 4:1;UN;40,79;GR;75;98;55,5;CM;0,544;26/01/2015
SE382978;TROQ OFFS 75gr 19.5 X 12 CM;UN;3,08;GR;75;19,5;12;CM;0,041;26/01/2015
SE382979;TROQ OFFS 75gr 19.5 X 12 CM;UN;3,08;GR;75;19,5;12;CM;0,041;26/01/2015
SE5188634;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;30/01/2015
SE675051;BOB ETIQUETA 119 X 136;M;1;KG;130;119;13,6;CM;0;30/01/2015
SE5188635;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188636;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188637;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188638;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188639;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188640;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188641;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188642;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188643;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188644;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188645;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188646;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188647;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188648;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE5188649;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;31/01/2015
SE2182980;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;10/02/2015
SE382980;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;10/02/2015
SE2182982;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;12/02/2015
SE2182983;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;12/02/2015
SE2182984;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;12/02/2015
SE382982;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,076;12/02/2015
SE382983;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,076;12/02/2015
SE382984;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,076;12/02/2015
SE5188651;BOB FORMAS 60 GR 9 1/2 X 6 1/2;UN;4,8;GR;60;9,5;6,5;IN;0,04;12/02/2015
SE5173007;BOB BOND 60 gr 76 X 70 IMP;KG;1;KG;60;7,6;7000;CM;16,667;13/02/2015
SE5188652;BOB QUIM 54,5 gr 9 1/2 X 7 1/3;UN;2,45;GR;54,5;9,5;7,33;IN;0,045;14/02/2015
SE5188653;BOB QUIM 54,5 gr 5 1/2 X 5 1/2;UN;1,063;GR;54,5;5,5;5,5;IN;0,02;18/02/2015
SE2182985;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;20/02/2015
SE2182986;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;20/02/2015
SE382985;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;20/02/2015
SE382986;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;20/02/2015
SE5173009;BOB TERM 55 gr 80 X 60 IMP 3T;KG;1;KG;55;8;6000;CM;18,182;20/02/2015
SE5188654;BOB QUIM 16 1/2 X 11 2P;UN;6,376;GR;54,5;16,5;11;IN;0,117;20/02/2015
SE2182987;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;25/02/2015
SE382987;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;25/02/2015
SE2182988;OFFS 75 GR 59,2 X 98 IMP;UN;43,512;GR;75;59,2;98;CM;0,58;26/02/2015
SE382988;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;26/02/2015
SE2182989;OFFS 75 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;27/02/2015
SE382989;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;27/02/2015
SE5173012;BOB TERM 55gr 57 X 30 IMP LITO;KG;1;KG;55;5,7;3000;CM;18,182;27/02/2015
SE5188655;BOB FOR60gr 7 7/16IMP Original;UN;0,851;GR;56;7,5;3,143;IN;0,015;27/02/2015
SE5188656;BOB QUIM 54,5 gr 9 1/2 X 11 3P;UN;3,674;GR;54,5;9,5;11;IN;0,067;2/03/2015
SE2182990;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;3/03/2015
SE2182991;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;3/03/2015
SE2182992;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;3/03/2015
SE382990;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;3/03/2015
SE382991;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;3/03/2015
SE382992;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;3/03/2015
SE2182993;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;4/03/2015
SE2182994;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;4/03/2015
SE382993;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;4/03/2015
SE382994;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;4/03/2015
SE675073;BOB ETIQUETA 75 X 256;M;1;KG;130;75;25,6;CM;0;4/03/2015
SE2184634;OFFS 75gr 69,5 x97,1cm IMP 0:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;5/03/2015
SE384634;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;5/03/2015
SE688657;BOB TERM 173 gr 3 1/4 X 2;UN;0,865;GR;173;3,25;2;IN;0,005;11/03/2015
SE5188658;BOB QUIM 54,5 GR 14 7/8X8 1/2;UN;4,44;GR;54,5;14,875;8,5;IN;0,082;12/03/2015
SE5188659;BOB QUIM 54,5gr 9 1/2 X 5 1/2;UN;1,82;GR;54;9,5;5,5;IN;0,034;12/03/2015
SE5188660;"BOB QCO CB 54 gr  8"" IMP";UN;2,391;GR;54,5;8;8,5;IN;0,044;13/03/2015
SE680886;BOB TERM 55gr 80 X 60 IMP FLEX;KG;1;KG;55;7,9;6000;CM;18,182;13/03/2015
SE5181966;BOB QUIM 54.5 GR 76X30 IM 1:0;KG;1;KG;54,5;7,6;3000;CM;17,699;17/03/2015
SE675087;BOB ETIQUETA 45 x 86;M;1;KG;145;4,5;8600;CM;0;18/03/2015
SE675090;BOB ETIQUETA 65 x 126;M;1;KG;145;6,5;12600;CM;0;18/03/2015
SE2184518;OFFS 75 GR 69,5X97,1CM IMP;UN;50,613;GR;75;69,5;97,1;CM;0,675;19/03/2015
SE2184519;OFFS 75 GR 69,5X97,1CM IMP;UN;50,613;GR;75;69,5;97,1;CM;0,675;19/03/2015
SE2184520;OFFS 75 GR 69,5X97,1CM IMP;UN;50,613;GR;75;69,5;97,1;CM;0,675;19/03/2015
SE2184521;OFFS 75 GR 69,5X97,1CM IMP;UN;50,613;GR;75;69,5;97,1;CM;0,675;19/03/2015
SE384518;TROQ OFFS 75 GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;19/03/2015
SE384519;TROQ OFFS 75 GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;19/03/2015
SE384520;TROQ OFFS 75 GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;19/03/2015
SE384521;TROQ OFFS 75 GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;19/03/2015
SE675091;BOB ETIQUETA 65 x 126;M;1;KG;145;6,5;12600;CM;0;19/03/2015
SE2182995;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;24/03/2015
SE2182996;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;24/03/2015
SE2182997;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;24/03/2015
SE382995;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;24/03/2015
SE382996;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;24/03/2015
SE382997;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;24/03/2015
SE2182998;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;26/03/2015
SE382998;TROQ OFFS 70 GR 23,5 X 15 CM;UN;5,46;GR;70;23,5;15;CM;0,078;26/03/2015
SE5180576;BOB TERM 55gr 80 X 60 IMP LITO;KG;1;KG;55;7,9;6000;CM;18,182;26/03/2015
SE5188661;BOB QUIM 54,5 gr 13 5/8x8 1/2;UN;4,087;GR;54,5;13,625;8,5;IN;0,075;26/03/2015
SE5188662;BOB QUIM 54,5 gr 9 1/2x11 3P;UN;3,674;GR;54,5;9,5;11;IN;0,067;26/03/2015
SE5288661;BOB BOND 60 gr 13 5/8x8 1/2;UN;1,206;GR;60;13,625;8,5;IN;0,02;26/03/2015
SE2182749;OFFS 75 GR 59,2 X 98 IMP;UN;43,512;GR;75;59,2;98;CM;0,58;27/03/2015
SE2182999;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;27/03/2015
SE382749;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;27/03/2015
SE382999;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;27/03/2015
SE5188663;BOB FORM 60 gr 13 5/8 x 8 1/2;UN;4,483;GR;60;13,625;8,5;IN;0,075;27/03/2015
SE5288663;BOB QUIM 54,5 gr 13 5/8x8 1/2;UN;4,072;GR;54,5;13,625;8,5;IN;0,075;27/03/2015
SE5188664;BOB FORM 60 gr 13 5/8 x 8 1/2;UN;4,483;GR;60;13,625;8,5;IN;0,075;31/03/2015
SE5188665;BOB QUIM 54.5gr 7 X 5 1/2 IMP;UN;1,353;GR;54,5;7;5,5;IN;0,025;31/03/2015
SE5288664;BOB QUIM 54,5 gr 13 5/8x8 1/2;UN;4,072;GR;54,5;13,625;8,5;IN;0,075;31/03/2015
SE5188666;BOB FORM 60 gr 13 5/8 x 8 1/2;UN;4,483;GR;60;13,625;8,5;IN;0,075;1/04/2015
SE5288666;BOB QUIM 54,5 gr 13 5/8x8 1/2;UN;4,072;GR;54,5;13,625;8,5;IN;0,075;1/04/2015
SE5188667;BOB FORM 60 gr 13 5/8 x 8 1/2;UN;4,483;GR;60;13,625;8,5;IN;0,075;6/04/2015
SE5188668;BOB FORM 60 gr 13 5/8 x 8 1/2;UN;4,483;GR;60;13,625;8,5;IN;0,075;6/04/2015
SE5288667;BOB QUIM 54,5 gr 13 5/8x8 1/2;UN;4,072;GR;54,5;13,625;8,5;IN;0,075;6/04/2015
SE5288668;BOB QUIM 54,5 gr 13 5/8x8 1/2;UN;4,072;GR;54,5;13,625;8,5;IN;0,075;6/04/2015
SE675125;BOB ETIQUETA 66 x 63;M;1;KG;145;6,6;6300;CM;0;6/04/2015
SE2182756;OFFS 75 GR 59,2 X 98 IMP 2:1;UN;43,512;GR;75;59,2;98;CM;0,58;15/04/2015
SE382756;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,859;GR;75;23,4;15;CM;0,078;15/04/2015
SE5173015;BOB TERM 48gr 80 X 60 IMPRESO;KG;1;KG;48;7,9;6000;CM;20,833;15/04/2015
SE5188674;BOB BOND 60gr 9 1/6 X 2 3/4 2P;UN;0,976;GR;60;9,167;2,75;IN;0,016;15/04/2015
SE5188675;BOB QUIM 54.5gr 7 X 5 1/2 IMP;UN;1,353;GR;54,5;7;5,5;IN;0,025;15/04/2015
SE2182757;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;17/04/2015
SE382757;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;17/04/2015
SE5173016;BOB BOND 60 gr 76 X 70 IMP;KG;1;KG;60;7,6;7000;CM;16,667;20/04/2015
SE2182758;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;21/04/2015
SE382758;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;21/04/2015
SE2182759;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;22/04/2015
SE382759;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;22/04/2015
SE675166;BOB ETIQUETA 65 x 98;M;1;KG;130;6,5;9800;CM;0;22/04/2015
SE2182761;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;24/04/2015
SE2182762;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;24/04/2015
SE2182763;EARTH 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;24/04/2015
SE382761;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;24/04/2015
SE382762;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;24/04/2015
SE382763;TROQ EARTH 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;24/04/2015
SE5175177;BOB QUIM 55 GR 76X30 IMP 1:0;KG;1;KG;55;7,6;3000;CM;17,699;25/04/2015
SE2182764;OFFS 75gr 59,2X98cm IMP 4:4;UN;43,365;GR;75;59;98;CM;0,578;29/04/2015
SE382764;TROQ OFFS75gr 23,5X15cm COMCEL;UN;5,859;GR;75;23,5;15;CM;0,078;29/04/2015
SE680959;BOB TERMICO AQUAFLEX;M;1;KG;48;48,3;6700;CM;0;29/04/2015
SE2182765;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;30/04/2015
SE382765;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;30/04/2015
SE5181986;BOB TERM 55 GR 79X300;KG;1;KG;55;7,9;30000;CM;18,182;30/04/2015
SE5175179;BOB TERM 58gr 80 X 60 IMP;KG;1;KG;58;8;6000;CM;17,241;2/05/2015
SE5188676;BOB QUIM IMP 8 1/2 X 5 1/2 2P;UN;1,644;GR;54,5;8,5;5,5;IN;0,03;5/05/2015
SE675179;BOB TERM 58gr 80 X 60 IMP;KG;1;KG;58;8;6;CM;17,241;5/05/2015
SE5188677;BOB FORM 60 GR 14 7/8 X 11 3P;UN;6,33;GR;60;14,875;11;IN;0,106;8/05/2015
SE5175184;BOB QUIM 56.5 GR 76X30 IMP 1:0;KG;1;KG;56,5;7,6;3000;CM;17,699;9/05/2015
SE675186;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;12/05/2015
SE5188678;BOB QUIM 54,5 9 1/2 X 6 1/2 2P;UN;2,18;GR;54,5;9,5;6,5;IN;0,04;13/05/2015
SE675185;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;13/05/2015
SE5188679;BOB QUIM 54,5 GR 9 1/2 X 6 1/2;UN;2,17;GR;54,5;9,5;6,5;IN;0,04;21/05/2015
SE2182766;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;25/05/2015
SE2182767;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;25/05/2015
SE382766;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;25/05/2015
SE382767;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;25/05/2015
SE675192;BOB ETIQUETA 105 x 159;M;1;KG;130;10,5;15900;CM;0;26/05/2015
SE675193;BOB ETIQUETA 55 X 309;M;1;KG;145;5,5;30900;CM;0;26/05/2015
SE2182768;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;29/05/2015
SE382768;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;29/05/2015
SE2182769;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;2/06/2015
SE382769;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;2/06/2015
SE5188680;BOB QUIM 54,5 9 1/2 X 4 1/4 3P;UN;1,419;GR;54,5;9,5;4,25;IN;0,026;2/06/2015
SE5194808;BOB BOND 75 gr 10 x 1 2/5;UN;0,675;GR;75;25,4;3,556;CM;0,009;2/06/2015
SE5188681;BOB QUIM 54,5 gr 6 3/4 x 5 1/2;UN;1,305;GR;54,5;6,75;5,5;IN;0,024;4/06/2015
SE2182771;OFFS 75gr 59,2 x 98 cm IMP 4:4;UN;43,365;GR;75;59;98;CM;0,578;6/06/2015
SE382771;TROQ OFFS75gr 23,5 x 15 cm;UN;5,859;GR;75;23,5;15;CM;0,078;6/06/2015
SE2182770;OFFS 75 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;9/06/2015
SE382770;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;9/06/2015
SE5175210;BOB TERM 82 gr 100 X 50;KG;1;KG;82;10;5000;CM;12,195;9/06/2015
SE5188682;BOB QUIM 54,5 gr 9 1/2 X 5 1/2;UN;1,837;GR;54,5;9,55;5,5;IN;0,034;9/06/2015
SE384635;TROQ PREMIUM 75 GR 30 X 40.6;UN;10,425;GR;75;30;40,6;CM;0,039;10/06/2015
SE384636;TROQ PREMIUM 75 GR 21 X 27;UN;10,425;GR;75;21;27;CM;0,039;10/06/2015
SE384637;TROQ PREMIUM 75 GR 25 X 35;UN;6,52;GR;75;25;35;CM;0,087;10/06/2015
SE38636;TROQ PREMIUM 75 GR 21 X 27;UN;10,425;GR;75;21;27;CM;0,039;10/06/2015
SE000232;MANILA 75gr 53 X 125,6 cm;UN;49,92;GR;75;53;125,6;CM;0,665;11/06/2015
SE000233;MANILA 75gr 98 X 100,7 cm;UN;74,01;GR;75;98;100,7;CM;0,986;11/06/2015
SE2182772;OFFS 75 gr 83 X 50,3 IMP 2:1;UN;31,312;GR;75;83;50,3;CM;0,417;11/06/2015
SE382772;TROQ OFFS 75 gr 23,4 X 10,5 cm;UN;2,913;GR;75;23,4;10,5;CM;0,039;11/06/2015
SE5188683;BOB QUIM 54.5 9 1/2 X 5 1/2 3P;UN;1,82;GR;54,5;9,5;5,5;IN;0,034;11/06/2015
SE5188685;BOB QUIM 9 1/2  X 5 1/2 4P;UN;1,82;GR;54,5;9,5;5,5;IN;0,034;11/06/2015
SE5188684;BOB QUIM 54,5 gr 6 3/4 X 3 1/7;UN;0,763;GR;54,5;6,75;3,14;IN;0,014;12/06/2015
SE5188687;BOB QUIM 54,5gr 10 2/10x4 3/4;UN;1,962;GR;54,5;10,2;4,75;IN;0,036;12/06/2015
SE5188688;BOB QUIM 54,5gr 10 2/10x4 3/4;UN;1,962;GR;54,5;10,2;4,75;IN;0,036;12/06/2015
SE5188689;BOB QUIM 54,5gr 10 2/10x4 3/4;UN;1,962;GR;54,5;10,2;4,75;IN;0,036;12/06/2015
SE5188690;BOB QUIM 54,5gr 10 2/10x4 3/4;UN;1,962;GR;54,5;10,2;4,75;IN;0,036;12/06/2015
SE5188691;BOB QUIM 54,5gr 10 2/10x4 3/4;UN;1,962;GR;54,5;10,2;4,75;IN;0,036;12/06/2015
SE675215;BOB ETIQUETA 65 x 98;M;1;KG;130;6,5;9800;CM;0;13/06/2015
SE675217;BOB ETIQUETA 65 x 98;M;1;KG;130;6,5;9800;CM;0;13/06/2015
SE675221;BOB ETIQUETA 128X163 YOGUETA;M;1;KG;145;12,8;16300;CM;0;17/06/2015
SE675222;BOB ETIQUETA 128X163 YOGUETA;M;1;KG;145;12,8;16300;CM;0;17/06/2015
SE5188692;BOB FORM 75 gr 9 X 4 1/4;UN;2,183;GR;75;9;4,75;IN;0,029;18/06/2015
SE5288692;BOB QUIM 54,5 gr 9 X 4 1/4;UN;1,586;GR;54,5;9;4,75;IN;0,029;18/06/2015
SE6175210;BOB TERM 82 gr 100 X 50;KG;1;KG;82;10;5000;CM;12,195;18/06/2015
SE675218;BOB ETIQUETA 128X163 YOGUETA;M;1;KG;145;12,8;16300;CM;0;18/06/2015
SE675224;BOB ETIQUETA 55X104 JUGO;M;1;KG;145;5,5;10400;CM;0;18/06/2015
SE2182773;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;20/06/2015
SE2182774;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;20/06/2015
SE382773;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;20/06/2015
SE382774;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;20/06/2015
SE5188696;BOB FORM 75 GR 7 3/8 X 3 2/3;UN;1,275;GR;75;7,375;3,666;IN;0,017;23/06/2015
SE675223;BOB ETIQUETA 65X96,5 JUGO;M;1;KG;145;6,5;9650;CM;0;23/06/2015
SE2184638;OFFS 75gr 69,5x97,1cm IMP 4:4;UN;50,613;GR;75;69,5;97,1;CM;0,675;24/06/2015
SE2184639;OFFS 75gr 69,5x97,1cm IMP 4:4;UN;50,613;GR;75;69,5;97,1;CM;0,675;24/06/2015
SE384638;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;24/06/2015
SE384639;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;24/06/2015
SE5188695;BOB QUIM 54,5gr 9 1/2x5 1/2 4P;UN;1,853;GR;54,5;9,5;5,5;IN;0,034;24/06/2015
SE5188697;BOB QUIM 54,5 GR 9 1/2 X 11 4P;UN;3,67;GR;54,5;9,5;11;IN;0,067;24/06/2015
SE675225;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;24/06/2015
SE2182775;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;25/06/2015
SE382775;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;25/06/2015
SE5188694;BOB FORM 60 GR 6 7/8 X 3 1/7;UN;0,84;GR;60;6,875;3,142;IN;0,014;25/06/2015
SE2184640;OFFS 75gr 69,5x97,1cm IMP 4:4;UN;50,613;GR;75;69,5;97,1;CM;0,675;26/06/2015
SE2184641;OFFS 75gr 69,5x97,1cm IMP 4:4;UN;50,613;GR;75;69,5;97,1;CM;0,675;26/06/2015
SE384640;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;26/06/2015
SE384641;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;26/06/2015
SE5173018;BOB TERM 55 gr 80 X 60;KG;1;KG;55;8;6000;CM;18,182;26/06/2015
SE5188699;BOB QUIM 54,5gr 14 7/8 X 11;UN;5,752;GR;54,5;14,875;11;IN;0,106;26/06/2015
SE5188700;BOB QUIM 54,5 gr 9 1/2 X 11 3P;UN;3,674;GR;54,5;9,5;11;IN;0,067;26/06/2015
SE5188702;BOB QUIM 54.5 9 1/2 X 5 1/2 3P;UN;1,82;GR;54,5;9,5;5,5;IN;0,034;26/06/2015
SE2182776;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;27/06/2015
SE382776;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;27/06/2015
SE5188703;BOB QUIMICO 8 x 8 1/2 IMP;UN;2,391;GR;54,5;8;8,5;IN;0,044;1/07/2015
